siteid,yr,startdate,enddate,ppt,HgConc,HgDep,crit1,crit2,crit3,samplecount
WV99,2012,2012-01-03,2012-12-04,111.721,9.486,10.597,78,92,94,50
WY06,2021,2021-11-30,2021-12-28,1.702,-9.000,-9.000,4,8,61,4
WY06,2022,2021-12-28,2023-01-03,35.916,-9.000,-9.000,69,99,73,53
WY07,2002,2002-02-05,2002-12-31,29.912,-9.000,-9.000,56,88,25,46
WY07,2003,2002-12-31,2003-12-31,37.030,-9.000,-9.000,81,99,68,48
WY07,2004,2003-12-31,2004-10-20,33.669,-9.000,-9.000,51,80,21,38
WY08,2004,2004-10-21,2004-12-28,3.658,-9.000,-9.000,15,19,41,10
WY08,2005,2004-12-28,2005-12-31,39.804,12.366,4.922,91,99,91,52
WY08,2006,2005-12-31,2007-01-02,36.728,11.943,4.386,90,99,92,54
WY08,2007,2007-01-02,2008-01-02,33.504,10.942,3.666,88,99,93,52
WY08,2008,2008-01-02,2008-12-30,33.983,8.798,2.989,88,99,94,52
WY08,2009,2008-12-30,2009-12-29,48.311,10.491,5.068,86,99,95,52
WY08,2010,2009-12-29,2010-12-28,43.586,12.081,5.266,88,99,89,51
WY08,2011,2010-12-28,2012-01-03,44.729,8.114,3.629,86,100,96,53
WY08,2012,2012-01-03,2013-01-02,46.939,13.449,6.312,82,99,91,52
WY08,2013,2013-01-02,2013-12-31,38.659,17.081,6.603,78,99,88,52
WY08,2014,2013-12-31,2014-12-29,55.575,11.934,6.632,94,99,95,52
WY08,2015,2014-12-29,2015-12-29,42.875,11.164,4.787,91,99,99,52
WY08,2016,2015-12-29,2017-01-04,42.774,11.034,4.720,90,99,93,52
WY08,2017,2017-01-04,2018-01-02,50.042,9.253,4.630,92,99,97,52
WY08,2018,2018-01-02,2018-12-17,44.983,9.380,4.219,83,99,96,50
WY08,2019,2018-12-17,2019-12-30,51.071,12.421,6.343,83,99,91,49
WY08,2020,2019-12-30,2020-12-29,43.383,8.524,3.698,84,99,96,52
WY08,2021,2020-12-29,2021-12-28,38.227,-9.000,-9.000,68,99,77,53
WY08,2022,2021-12-28,2023-01-03,48.857,-9.000,-9.000,68,99,81,53
WY26,2012,2012-01-10,2013-01-03,17.711,-9.000,-9.000,41,92,44,49
WY26,2013,2013-01-03,2013-12-31,33.680,-9.000,-9.000,54,99,64,49
WY26,2014,2013-12-31,2014-12-30,44.679,-9.000,-9.000,67,99,71,51
WY26,2015,2014-12-30,2015-12-30,45.390,-9.000,-9.000,72,99,85,52
WY26,2016,2015-12-30,2017-01-03,56.642,12.155,6.884,82,99,86,53
WY26,2017,2017-01-03,2018-01-02,47.255,-9.000,-9.000,73,100,70,50
WY26,2018,2018-01-02,2018-12-18,28.575,-9.000,-9.000,71,100,69,50
WY26,2019,2018-12-18,2019-12-30,39.345,-9.000,-9.000,67,99,78,49
WY26,2020,2019-12-30,2020-09-29,16.612,-9.000,-9.000,55,73,59,38
